timestamp,Analog Temperature (oC),Analog VOC in Air,Analog Alcohol in Air,GM102B VOC,GM302B VOC,GM502B VOC,GM702B VOC,Digital Temperature (oC),Air Pressure (hPa),Humidity %,BM680 VOC
0,26.17120630986119,1.1271186440677965,1.183868762816131,1.1394335511982572,1.196765498652291,1.2243589743589745,0.9518072289156626,30.12,1015.21,34.826,1.25916632029235
1,26.17120630986119,1.152542372881356,1.1846785225718195,1.1372549019607845,1.1940700808625335,1.2211538461538463,0.9718875502008032,30.11,1015.22,34.847,1.2632638052819867
2,26.01963744057491,1.1440677966101693,1.1846785225718195,1.1372549019607845,1.1940700808625335,1.2211538461538463,0.9718875502008032,30.12,1015.22,34.861,1.2366301493771343
3,26.09538363127433,1.152542372881356,1.1830601092896176,1.1372549019607845,1.1913746630727762,1.217948717948718,0.9759036144578314,30.12,1015.21,34.855,1.2284351766783639
4,26.17120630986119,1.11864406779661,1.1822525597269626,1.1350762527233116,1.1913746630727762,1.2211538461538463,0.9799196787148594,30.12,1015.21,34.832,1.2243376900376044
5,26.057501146425125,1.1016949152542372,1.1830601092896176,1.1350762527233116,1.1913746630727762,1.2211538461538463,0.9799196787148594,30.12,1015.22,34.832,1.2171670879488607
6,26.11433202290391,1.1440677966101693,1.1830601092896176,1.1350762527233116,1.1913746630727762,1.217948717948718,0.9718875502008032,30.12,1015.22,34.815,1.2028258819867033
7,26.03856696751535,1.1016949152542372,1.1726472579553149,1.1350762527233116,1.1886792452830188,1.2147435897435899,0.9638554216867471,30.14,1015.22,34.828,1.1659484843003098
8,26.133285237884536,1.1101694915254237,1.1814461118690311,1.132897603485839,1.1886792452830188,1.217948717948718,0.9558232931726909,30.14,1015.22,34.783,1.175167835196994
9,26.17120630986119,1.11864406779661,1.1846785225718195,1.132897603485839,1.1913746630727762,1.2147435897435899,1.2329317269076305,30.14,1015.23,34.777,1.1966796501316272
10,26.0764400200718,1.11864406779661,1.2128851540616248,1.1459694989106755,1.3261455525606467,1.233974358974359,3.2971887550200805,30.14,1015.22,34.915,1.334969761156466
11,26.09538363127433,1.1864406779661016,1.3032355154251316,1.1830065359477124,1.4636118598382748,1.2756410256410255,3.321285140562249,30.16,1015.21,35.04,1.4568697496160874
12,26.190174252973975,1.3050847457627117,1.5948434622467773,1.2135076252723311,1.5714285714285714,1.330128205128205,3.240963855421687,30.16,1015.22,35.328,1.5726233610316258
13,26.03856696751535,1.542372881355932,1.8004158004158004,1.2265795206971677,1.6657681940700808,1.3653846153846154,3.2690763052208838,30.15,1015.22,35.63,1.6494508936369363
